Geneid	EBF1-dTAG_N_0h_rep1	EBF1-dTAG_N_0h_rep2	EBF1-dTAG_N_0h_rep3	EBF1-dTAG_N_0h_rep4	EBF1-dTAG_N_6h_rep1	EBF1-dTAG_N_6h_rep2	EBF1-dTAG_N_6h_rep3	EBF1-dTAG_N_6h_rep4
ENSMUSG00000039962.1	0	0	0	0	0	0	0	0
ENSMUSG00000094810.1	0	0	0	0	0	0	0	0
ENSMUSG00000077240.1	0	0	0	0	0	0	0	0
ENSMUSG00000063732.2	0	0	0	0	0	0	0	0
ENSMUSG00000062621.2	0	0	0	0	0	0	0	0
ENSMUSG00000057444.2	0	0	0	0	0	0	0	0
ENSMUSG00000060114.2	0	0	0	0	0	0	0	0
ENSMUSG00000059189.2	0	0	0	0	0	0	0	0
ENSMUSG00000047050.1	0	0	0	0	0	0	0	0
ENSMUSG00000094701.1	0	0	0	0	0	0	0	0
ENSMUSG00000063225.1	0	0	0	0	0	0	0	0
ENSMUSG00000046150.1	0	0	0	0	0	0	0	0
ENSMUSG00000056961.1	0	0	0	0	0	0	0	0
ENSMUSG00000023186.14	1387	1464	1779	1798	2078	2077	2111	1993
ENSMUSG00000061039.3	1	3	7	4	9	7	7	14
ENSMUSG00000049926.3	0	0	0	0	0	0	0	0
ENSMUSG00000043911.4	0	0	0	0	0	0	0	0
ENSMUSG00000044798.5	0	0	0	0	0	0	0	0
ENSMUSG00000062103.4	0	0	0	0	0	0	0	0
ENSMUSG00000047667.5	0	0	0	0	0	0	0	0
ENSMUSG00000064333.2	0	0	0	0	0	0	0	0
ENSMUSG00000063221.4	0	0	0	0	0	0	0	0
ENSMUSG00000058515.2	0	0	0	0	0	0	0	0
ENSMUSG00000057424.1	0	0	0	0	0	0	0	0
ENSMUSG00000059595.1	0	0	0	0	0	0	0	0
ENSMUSG00000058820.2	0	0	0	0	0	0	0	0
ENSMUSG00000095194.1	0	0	0	0	0	0	0	0
ENSMUSG00000093935.1	0	0	0	0	0	0	0	0
ENSMUSG00000094182.1	0	0	0	0	0	0	0	0
ENSMUSG00000093152.1	0	0	0	0	0	0	0	0
ENSMUSG00000048501.2	0	0	0	0	0	0	0	0
ENSMUSG00000049708.7	0	0	0	0	0	0	0	0
ENSMUSG00000094970.1	0	0	0	0	0	0	0	0
ENSMUSG00000096555.1	0	0	0	0	0	0	0	0
ENSMUSG00000096109.1	0	0	0	0	0	0	0	0
ENSMUSG00000063380.2	0	0	0	0	0	0	0	0
ENSMUSG00000057349.1	0	0	0	0	0	0	0	0
ENSMUSG00000094269.1	0	0	0	0	0	0	0	0
ENSMUSG00000058856.3	0	0	0	0	0	0	0	0
ENSMUSG00000094745.1	0	0	0	0	0	0	0	0
ENSMUSG00000063176.1	0	0	0	0	0	0	0	0
ENSMUSG00000062649.4	0	0	0	0	0	0	0	0
ENSMUSG00000095322.1	0	0	0	0	0	0	0	0
ENSMUSG00000077427.1	0	0	0	0	0	0	0	0
ENSMUSG00000050853.2	0	0	0	0	0	0	0	0
ENSMUSG00000059366.2	0	0	0	0	0	0	0	0
ENSMUSG00000038112.15	0	0	0	0	0	0	0	0
ENSMUSG00000048299.6	0	0	0	0	0	0	0	0
ENSMUSG00000059867.2	0	0	0	0	0	0	0	0
ENSMUSG00000059106.3	0	0	0	0	0	0	0	0
ENSMUSG00000064110.1	0	0	0	0	0	0	0	0
ENSMUSG00000044107.5	0	0	0	0	0	0	0	0
ENSMUSG00000062121.2	0	0	0	0	0	0	0	0
ENSMUSG00000095839.1	0	0	0	0	0	0	0	0
ENSMUSG00000094353.1	0	0	0	0	0	0	0	0
ENSMUSG00000055820.1	0	0	0	0	0	0	0	0
ENSMUSG00000095903.1	0	0	0	0	0	0	0	0
ENSMUSG00000094254.1	0	0	0	0	0	0	0	0
ENSMUSG00000095774.1	0	0	0	0	0	0	0	0
ENSMUSG00000093934.1	0	0	0	0	0	0	0	0
ENSMUSG00000094449.1	0	0	0	0	0	0	0	0
ENSMUSG00000095390.1	0	0	0	0	0	0	0	0
ENSMUSG00000051493.5	0	0	0	0	0	0	0	0
ENSMUSG00000043331.5	0	0	0	0	0	0	0	0
ENSMUSG00000047352.5	0	0	0	0	0	0	0	0
ENSMUSG00000044292.3	0	0	0	0	0	0	0	0
ENSMUSG00000059473.3	0	0	0	0	0	0	0	0
ENSMUSG00000060254.5	0	0	0	0	0	0	0	0
ENSMUSG00000046678.4	0	0	0	0	0	0	0	0
ENSMUSG00000101963.1	0	0	0	0	0	0	0	1
ENSMUSG00000049010.5	0	0	0	0	0	0	0	0
ENSMUSG00000044205.5	0	0	0	0	0	0	0	0
ENSMUSG00000045812.3	0	0	0	0	0	0	0	0
ENSMUSG00000049073.5	0	0	0	0	0	0	0	0
ENSMUSG00000040541.7	0	0	0	0	0	0	0	0
ENSMUSG00000051095.5	0	0	0	0	0	0	0	0
ENSMUSG00000025602.13	0	0	0	3	1	3	0	0
ENSMUSG00000049281.15	0	0	0	0	0	0	0	0
ENSMUSG00000040111.14	424	370	516	476	911	923	880	974
ENSMUSG00000087047.8	0	0	0	1	0	0	2	2
ENSMUSG00000097205.1	0	0	0	0	0	0	0	0
ENSMUSG00000094204.1	0	0	0	0	0	0	0	0
ENSMUSG00000032024.10	0	0	0	0	0	0	0	0
ENSMUSG00000086014.1	0	0	0	0	0	0	0	0
ENSMUSG00000087135.7	0	0	0	0	0	0	0	0
ENSMUSG00000015656.16	28182	28442	36470	35664	33837	33044	34172	29264
ENSMUSG00000096263.1	0	0	0	0	0	0	0	0
ENSMUSG00000095118.1	0	0	0	0	0	0	0	0
ENSMUSG00000064791.1	0	0	0	0	0	0	0	0
ENSMUSG00000054360.3	0	0	0	0	0	0	0	0
ENSMUSG00000032023.7	998	973	1284	1179	1023	1055	1081	973
ENSMUSG00000032021.13	0	0	0	0	0	0	0	0
ENSMUSG00000032020.15	0	0	0	0	2	0	0	0
ENSMUSG00000100837.6	0	0	0	0	0	0	0	0
ENSMUSG00000064909.1	0	0	0	0	0	0	0	0
ENSMUSG00000074415.10	0	0	0	0	0	0	0	0
ENSMUSG00000093011.1	0	0	0	0	0	0	0	0
ENSMUSG00000092770.1	0	0	0	0	0	0	0	0
ENSMUSG00000100158.1	0	0	0	0	0	0	0	0
ENSMUSG00000093354.1	0	0	0	0	0	0	0	0
ENSMUSG00000098093.1	0	0	0	0	0	0	0	0
ENSMUSG00000049313.8	0	0	0	0	0	0	0	0
ENSMUSG00000086360.1	0	0	0	0	0	0	0	0
ENSMUSG00000032018.13	912	880	1162	1059	1319	1325	1261	1181
ENSMUSG00000096114.1	0	0	0	0	0	0	0	0
ENSMUSG00000037705.13	1	3	0	0	0	0	0	1
ENSMUSG00000037287.14	1059	1018	1432	1337	1346	1411	1412	1147
ENSMUSG00000104589.1	0	0	0	0	0	0	1	0
ENSMUSG00000087456.1	0	0	0	0	0	0	0	0
ENSMUSG00000032017.14	0	0	0	0	0	0	0	0
ENSMUSG00000093745.1	0	0	0	0	0	0	0	0
ENSMUSG00000076355.2	0	0	0	0	0	0	0	0
ENSMUSG00000059495.13	3088	2858	3809	3604	3342	3696	3368	2868
ENSMUSG00000048503.6	0	0	0	0	0	0	0	0
ENSMUSG00000032015.15	0	0	0	0	0	0	0	0
ENSMUSG00000032014.5	0	1	0	0	0	0	0	0
ENSMUSG00000095385.1	0	0	0	0	0	0	0	0
ENSMUSG00000032013.5	0	0	0	0	0	0	0	0
ENSMUSG00000100836.1	0	0	0	0	0	0	0	0
ENSMUSG00000032012.7	0	0	0	0	0	0	0	0
ENSMUSG00000096322.1	0	0	0	0	0	0	0	0
ENSMUSG00000088044.1	0	0	0	0	0	0	0	0
ENSMUSG00000032011.4	0	0	0	0	0	0	0	0
ENSMUSG00000053128.14	1995	2211	3073	2888	2671	2689	2800	2294
ENSMUSG00000032010.14	6	2	9	10	0	12	9	9
ENSMUSG00000034739.17	0	0	2	1	1	0	4	1
ENSMUSG00000079592.9	0	0	0	0	0	0	0	0
ENSMUSG00000092258.1	57	25	48	56	44	34	32	41
ENSMUSG00000097467.1	14	10	18	16	4	15	13	22
ENSMUSG00000097617.1	0	0	0	0	0	0	0	0
ENSMUSG00000032135.14	1	0	1	0	2	3	0	0
ENSMUSG00000034342.9	6621	6409	9060	8421	9832	10270	10651	9537
ENSMUSG00000070306.2	0	0	0	0	0	0	0	0
ENSMUSG00000032105.4	0	0	0	0	0	0	0	0
ENSMUSG00000032109.14	0	0	0	0	0	0	0	0
ENSMUSG00000032131.15	10	2	5	6	13	3	4	13
ENSMUSG00000032119.4	452	384	603	524	532	550	550	561
ENSMUSG00000032120.10	639	707	892	940	1008	1167	1010	952
ENSMUSG00000032123.4	988	1030	1382	1178	1259	1349	1563	1163
ENSMUSG00000049932.3	16614	18206	23075	22685	21514	23297	23896	18221
ENSMUSG00000105072.1	159	108	147	129	139	170	147	112
ENSMUSG00000032126.15	970	1019	1296	1114	1210	1225	1339	1136
ENSMUSG00000032127.8	903	947	1175	1256	1203	1325	1354	1210
ENSMUSG00000088028.1	0	0	0	0	0	0	0	0
ENSMUSG00000060467.3	29	25	32	25	31	11	23	24
ENSMUSG00000032115.13	7028	6628	8398	8839	7039	6816	7315	6259
ENSMUSG00000088398.1	0	0	0	0	0	0	0	0
ENSMUSG00000032114.8	162	280	325	256	313	390	332	337
ENSMUSG00000099309.1	0	0	0	0	0	0	3	1
ENSMUSG00000032112.9	578	503	683	578	787	761	684	585
ENSMUSG00000009927.8	10433	10624	13672	12722	12913	13341	13694	10746
ENSMUSG00000043923.7	207	222	328	348	256	315	280	268
ENSMUSG00000074397.3	1	0	0	0	0	2	0	1
ENSMUSG00000041523.2	0	0	0	0	0	0	0	0
ENSMUSG00000094437.1	2	0	0	0	1	0	2	0
ENSMUSG00000088793.1	2	3	4	0	0	0	0	1
ENSMUSG00000060380.2	0	0	2	3	0	0	1	3
ENSMUSG00000063382.5	1758	1895	2653	2674	3455	3928	3530	3386
ENSMUSG00000047880.14	4	0	1	0	1	0	0	0
ENSMUSG00000032097.9	7360	7333	9706	9804	10461	10395	10530	9279
ENSMUSG00000032098.13	0	0	0	0	0	0	0	0
ENSMUSG00000048537.15	175	146	216	239	219	205	253	205
ENSMUSG00000064658.1	0	0	0	0	0	0	0	0
ENSMUSG00000032096.15	4903	4711	6530	6357	6710	6582	6568	5943
ENSMUSG00000002031.11	473	490	672	620	623	737	694	617
ENSMUSG00000002032.16	14	11	8	11	4	14	21	16
ENSMUSG00000039438.6	4	7	10	9	9	0	15	10
ENSMUSG00000002028.12	7925	8017	10293	9601	9406	10233	10057	9371
ENSMUSG00000080358.1	0	0	0	0	0	0	0	0
ENSMUSG00000038717.7	778	855	997	897	1102	1150	987	942
ENSMUSG00000059890.15	2871	2817	3796	3687	3946	4136	4016	3723
ENSMUSG00000002033.13	0	0	0	0	0	0	0	0
ENSMUSG00000032094.7	0	0	0	0	0	0	0	0
ENSMUSG00000032093.6	0	0	0	0	0	0	0	0
ENSMUSG00000032092.4	0	0	3	2	0	0	5	0
ENSMUSG00000070305.10	7	0	0	0	1	0	3	0
ENSMUSG00000048534.6	0	0	0	0	0	0	0	0
ENSMUSG00000074385.2	0	0	2	0	0	0	0	0
ENSMUSG00000070304.11	122	98	134	138	19	15	19	11
ENSMUSG00000046480.5	6791	7055	8982	9237	376	441	394	415
ENSMUSG00000032091.14	91	91	122	91	33	34	32	28
ENSMUSG00000091659.1	0	1	0	0	0	0	0	0
ENSMUSG00000091996.8	10	25	26	20	10	16	7	19
ENSMUSG00000032089.16	0	1	2	0	0	0	4	9
ENSMUSG00000093722.1	0	0	0	0	0	0	0	0
ENSMUSG00000098361.1	0	0	0	0	0	0	0	0
ENSMUSG00000085831.7	0	0	0	0	0	0	0	0
ENSMUSG00000037129.7	0	0	0	0	0	0	0	0
ENSMUSG00000066705.6	0	0	0	0	0	0	0	0
ENSMUSG00000059412.6	0	0	0	0	0	0	0	0
ENSMUSG00000097074.1	0	0	0	0	0	0	0	0
ENSMUSG00000032087.9	0	0	0	0	0	0	0	0
ENSMUSG00000096202.1	0	0	0	0	0	0	0	0
ENSMUSG00000043987.17	1269	1537	1888	1842	1713	1664	1670	1561
ENSMUSG00000098194.1	0	0	0	0	1	0	1	0
ENSMUSG00000032086.12	1	0	6	11	1	1	6	1
ENSMUSG00000089810.1	154	189	223	225	229	205	257	265
ENSMUSG00000042790.15	947	952	1359	1351	1303	1258	1382	1242
ENSMUSG00000087734.1	0	7	6	11	5	3	6	1
ENSMUSG00000035382.8	812	802	1066	1044	1147	1190	1111	1066
ENSMUSG00000032085.4	3	0	0	0	1	6	5	1
ENSMUSG00000034908.15	1645	1836	2382	2334	2202	2276	2484	2151
ENSMUSG00000098327.1	0	0	0	0	0	0	0	2
ENSMUSG00000003131.6	2935	2966	3900	3753	4112	4331	4341	3941
ENSMUSG00000034135.14	2215	2289	2891	2735	3445	3557	3852	3228
ENSMUSG00000032083.8	0	0	0	3	0	0	0	3
ENSMUSG00000032081.9	0	0	0	0	0	0	0	0
ENSMUSG00000032080.6	0	0	0	0	0	0	0	0
ENSMUSG00000074373.6	0	0	0	0	0	0	0	0
ENSMUSG00000032079.11	0	0	0	0	0	0	0	0
ENSMUSG00000032078.16	1358	1331	1762	1669	1443	1565	1528	1260
ENSMUSG00000032077.4	801	955	1038	1009	1039	1142	1010	995
ENSMUSG00000056617.12	0	0	0	0	0	0	0	0
ENSMUSG00000097463.1	0	0	0	0	0	0	0	0
ENSMUSG00000077383.1	0	0	0	0	0	0	0	0
ENSMUSG00000064673.1	0	0	0	0	0	0	0	0
ENSMUSG00000099696.6	0	0	0	0	0	0	0	0
ENSMUSG00000094893.1	0	0	0	0	0	0	0	0
ENSMUSG00000094895.1	0	0	0	0	0	0	0	0
ENSMUSG00000032076.18	0	0	0	0	0	0	0	0
ENSMUSG00000032028.15	0	0	0	0	0	0	0	0
ENSMUSG00000044229.8	0	0	0	0	0	0	0	0
ENSMUSG00000063543.4	6	3	4	4	9	13	4	3
ENSMUSG00000032026.6	1047	1131	1442	1344	1469	1392	1471	1183
ENSMUSG00000042396.9	1226	1355	1540	1466	1604	1650	1573	1384
ENSMUSG00000042293.7	7	10	13	17	13	3	10	14
ENSMUSG00000080401.1	0	0	0	0	0	0	0	0
ENSMUSG00000032271.13	0	0	0	0	0	0	0	0
ENSMUSG00000066687.4	0	0	0	0	0	0	0	0
ENSMUSG00000032269.7	0	0	0	0	0	0	0	0
ENSMUSG00000008590.4	0	0	0	0	0	0	0	0
ENSMUSG00000032267.7	1126	971	1311	1364	1149	1324	1258	1159
ENSMUSG00000105298.1	0	0	0	0	0	0	0	0
ENSMUSG00000105991.1	2	0	0	0	3	3	0	2
ENSMUSG00000032264.8	1550	1512	1942	1977	1876	1908	1865	1750
ENSMUSG00000032268.13	4	0	12	6	8	3	5	3
ENSMUSG00000054156.7	0	0	0	0	0	0	0	0
ENSMUSG00000032259.7	0	0	0	0	0	0	0	0
ENSMUSG00000032257.5	0	0	0	0	0	0	0	0
ENSMUSG00000040219.4	0	0	0	0	0	0	2	0
ENSMUSG00000039542.15	0	0	0	0	0	0	0	0
ENSMUSG00000079564.2	0	0	0	0	0	0	0	0
ENSMUSG00000094255.1	0	0	0	0	0	0	0	0
ENSMUSG00000098012.1	0	0	0	0	0	0	0	0
ENSMUSG00000058443.4	24	11	28	16	19	21	10	17
ENSMUSG00000101304.1	0	0	0	0	0	0	0	0
ENSMUSG00000032068.14	0	0	0	0	0	0	0	0
ENSMUSG00000032067.5	225	236	301	308	298	311	355	333
ENSMUSG00000032066.9	0	0	0	0	4	0	0	0
ENSMUSG00000032065.5	0	0	0	0	0	0	0	0
ENSMUSG00000039217.12	0	0	0	0	0	0	0	1
ENSMUSG00000000171.4	2617	2551	3291	3196	3275	3211	3305	2793
ENSMUSG00000039016.4	477	508	593	494	510	542	563	429
ENSMUSG00000059820.14	820	821	1050	1006	1027	1086	1091	958
ENSMUSG00000000167.14	18	13	38	10	16	40	20	37
ENSMUSG00000000168.9	2073	2101	2537	2390	2639	2746	2526	2387
ENSMUSG00000032064.17	0	0	5	14	4	0	0	6
ENSMUSG00000032062.1	0	0	0	0	0	0	0	0
ENSMUSG00000038086.3	0	0	0	0	0	0	0	0
ENSMUSG00000032060.9	1	0	0	0	2	0	0	0
ENSMUSG00000037971.10	79	77	122	120	141	152	123	125
ENSMUSG00000037845.14	175	198	268	223	279	288	312	243
ENSMUSG00000032059.13	717	719	988	952	976	1107	965	825
ENSMUSG00000032058.14	2758	2800	3942	3454	3439	3429	3642	3130
ENSMUSG00000088708.1	3	0	5	4	2	5	6	4
ENSMUSG00000037112.16	1256	1212	1655	1563	1616	1642	1619	1645
ENSMUSG00000060594.5	0	0	0	0	0	0	0	0
ENSMUSG00000032057.8	0	1	3	0	4	0	0	0
ENSMUSG00000065587.1	0	0	0	0	0	0	0	0
ENSMUSG00000065492.1	0	0	0	0	0	0	0	0
ENSMUSG00000032056.9	0	0	0	4	0	0	0	0
ENSMUSG00000032053.7	19292	19703	25620	25457	18696	18736	19350	16503
ENSMUSG00000079559.3	1	7	6	1	12	8	4	3
ENSMUSG00000044694.2	332	294	548	460	286	340	340	353
ENSMUSG00000036027.11	0	0	0	0	0	0	0	0
ENSMUSG00000078308.1	0	2	0	1	2	2	0	2
ENSMUSG00000053199.13	0	0	0	0	0	0	0	0
ENSMUSG00000074354.11	0	0	0	0	0	0	0	0
ENSMUSG00000032051.8	176	184	206	176	249	227	175	155
ENSMUSG00000098076.1	19	20	11	16	15	20	25	20
ENSMUSG00000032050.16	4674	4499	5908	5886	6052	5908	5785	5191
ENSMUSG00000099213.1	0	0	0	0	0	0	0	0
ENSMUSG00000035164.7	285	279	359	336	371	353	416	388
ENSMUSG00000099311.1	0	0	0	0	0	2	2	0
ENSMUSG00000077796.1	0	0	0	0	0	0	0	0
ENSMUSG00000078307.2	0	0	0	0	0	0	0	0
ENSMUSG00000092965.1	0	0	0	0	0	0	0	0
ENSMUSG00000053289.7	1275	1398	1741	1704	1536	1489	1388	1273
ENSMUSG00000032048.3	0	0	0	0	0	0	0	0
ENSMUSG00000034584.3	0	0	0	0	0	0	0	0
ENSMUSG00000034487.3	0	0	0	0	0	0	0	0
ENSMUSG00000098362.1	0	0	0	0	0	0	0	0
ENSMUSG00000005131.3	0	0	0	0	0	0	0	0
ENSMUSG00000034218.15	4019	3287	4736	4884	4230	4321	4079	4116
ENSMUSG00000033054.7	2134	2013	2608	2735	2787	2431	2491	2336
ENSMUSG00000032047.5	1951	2069	2757	2433	2853	2648	2809	2285
ENSMUSG00000032030.16	2308	2281	2921	2785	3171	3178	2926	2828
ENSMUSG00000064622.1	0	0	0	0	0	0	0	0
ENSMUSG00000086914.1	35	33	33	26	62	41	48	41
ENSMUSG00000055069.3	24	18	16	25	25	30	32	22
ENSMUSG00000082465.1	5	5	14	12	8	6	9	8
ENSMUSG00000042195.8	223	233	296	317	280	256	251	200
ENSMUSG00000042045.5	0	0	0	0	0	0	0	0
ENSMUSG00000059830.2	0	0	0	1	1	0	0	0
ENSMUSG00000041986.15	0	0	0	0	0	0	0	0
ENSMUSG00000074345.3	0	0	0	0	0	0	0	0
ENSMUSG00000032274.8	0	0	0	0	0	0	0	0
ENSMUSG00000074343.3	0	0	0	0	0	0	0	0
ENSMUSG00000046167.5	0	0	0	0	0	0	0	0
ENSMUSG00000041268.16	0	0	0	0	0	1	0	0
ENSMUSG00000087801.1	0	0	0	0	0	0	0	0
ENSMUSG00000046460.14	0	0	0	0	0	0	0	0
ENSMUSG00000037493.6	0	0	0	0	2	0	0	0
ENSMUSG00000032279.10	2484	2638	3444	3323	3272	3122	3414	2846
ENSMUSG00000032281.11	1057	1137	1507	1374	1962	2075	2106	1909
ENSMUSG00000032285.15	0	0	0	0	0	0	0	0
ENSMUSG00000093441.1	0	0	0	0	0	0	0	0
ENSMUSG00000061559.15	1510	1581	2076	1921	1747	1780	1839	1481
ENSMUSG00000032291.8	0	0	0	0	0	0	0	0
ENSMUSG00000032293.7	3553	3631	4792	4833	4815	4937	4920	4412
ENSMUSG00000035878.13	0	0	0	0	0	0	0	0
ENSMUSG00000044820.6	0	0	0	2	2	0	0	0
ENSMUSG00000032301.13	1985	2137	2775	2616	2484	2527	2747	2240
ENSMUSG00000035594.9	0	0	0	0	0	0	0	0
ENSMUSG00000032303.6	0	0	0	0	0	0	0	0
ENSMUSG00000035200.6	0	0	0	0	0	0	0	0
ENSMUSG00000032307.16	1074	926	1253	1129	1342	1261	1274	1241
ENSMUSG00000032309.15	743	698	936	851	927	1084	993	866
ENSMUSG00000032311.17	24	15	36	58	58	100	63	65
ENSMUSG00000082744.1	0	0	0	0	0	0	0	0
ENSMUSG00000032313.11	0	0	0	0	0	0	0	0
ENSMUSG00000032314.14	1029	1032	1284	1321	1394	1256	1378	1161
ENSMUSG00000032318.12	0	0	0	0	0	0	0	0
ENSMUSG00000090270.1	0	0	0	0	0	0	0	0
ENSMUSG00000034007.9	102	117	212	182	162	219	165	154
ENSMUSG00000064472.1	1	0	0	0	0	4	1	0
ENSMUSG00000050702.5	0	0	0	0	0	0	0	0
ENSMUSG00000032320.7	1212	1182	1507	1523	1596	1570	1717	1512
ENSMUSG00000032322.14	291	379	410	419	475	557	611	529
ENSMUSG00000032324.10	47	49	65	73	88	76	86	77
ENSMUSG00000074305.9	1526	1319	2031	2200	2100	2243	2313	1981
ENSMUSG00000076281.1	282	120	150	21	66	22	49	15
ENSMUSG00000099543.1	5	7	12	17	8	7	2	12
ENSMUSG00000097111.1	0	2	0	0	0	0	0	0
ENSMUSG00000102617.1	0	2	0	0	0	0	0	1
ENSMUSG00000102419.1	60	40	48	59	39	47	32	53
ENSMUSG00000032329.3	1367	1378	1815	1789	1767	1944	1887	1796
ENSMUSG00000097870.1	0	0	0	0	0	0	0	0
ENSMUSG00000049556.4	0	0	0	0	0	0	0	0
ENSMUSG00000045620.6	0	0	0	0	0	0	0	0
ENSMUSG00000032911.5	0	0	0	0	0	0	0	0
ENSMUSG00000032733.5	450	485	621	692	721	638	772	566
ENSMUSG00000032288.9	1120	1121	1520	1468	1265	1203	1493	1168
ENSMUSG00000055334.4	195	214	218	272	197	203	206	224
ENSMUSG00000032290.6	2561	2342	3121	2914	3556	3549	3652	2961
ENSMUSG00000074284.6	21	13	30	40	24	20	24	23
ENSMUSG00000042557.14	3924	3874	4959	5280	5074	4941	4801	4479
ENSMUSG00000097334.1	4	12	19	3	6	11	9	7
ENSMUSG00000086728.2	40	13	55	41	40	47	55	68
ENSMUSG00000032295.15	1337	1471	1809	1697	1518	1868	1727	1608
ENSMUSG00000032298.13	368	402	558	513	470	538	486	442
ENSMUSG00000032299.9	193	259	363	298	316	359	318	292
ENSMUSG00000100282.1	0	0	0	0	0	0	0	0
ENSMUSG00000070298.5	0	0	0	0	0	0	0	0
ENSMUSG00000032300.6	4506	4724	6207	6082	5839	6188	6143	5576
ENSMUSG00000066626.5	0	0	2	0	0	0	2	0
ENSMUSG00000063849.5	652	727	905	794	825	999	938	926
ENSMUSG00000040722.6	103	44	80	60	83	38	96	80
ENSMUSG00000074280.5	459	391	480	577	485	489	527	464
ENSMUSG00000062309.7	0	0	0	0	0	0	0	0
ENSMUSG00000000088.6	3171	3234	4126	4048	3644	3919	3964	3287
ENSMUSG00000097445.1	1	3	16	5	1	1	10	8
ENSMUSG00000032305.14	661	692	923	838	759	855	759	699
ENSMUSG00000032306.14	345	379	448	446	353	505	459	362
ENSMUSG00000040188.9	1357	1301	1729	1701	1743	1814	1726	1568
ENSMUSG00000032308.8	476	560	703	604	601	807	764	665
ENSMUSG00000039714.8	1	0	2	5	0	0	0	0
ENSMUSG00000056271.13	0	0	5	0	5	0	3	17
ENSMUSG00000032312.6	8728	9426	11518	11278	16232	17047	16963	14818
ENSMUSG00000032310.3	0	0	0	0	0	4	0	0
ENSMUSG00000032315.5	0	0	0	0	0	0	0	0
ENSMUSG00000038957.13	1585	1632	1933	1954	1836	2100	2011	1855
ENSMUSG00000032316.7	1260	1219	1676	1629	1561	1730	1522	1559
ENSMUSG00000091908.7	2	0	0	3	1	3	1	3
ENSMUSG00000004661.15	724	735	1076	1044	1232	1626	1473	1420
ENSMUSG00000055720.9	777	792	967	985	1115	1072	1139	1005
ENSMUSG00000038264.7	4	9	3	4	0	0	1	1
ENSMUSG00000097604.1	0	0	0	0	0	0	0	0
ENSMUSG00000032323.13	0	0	0	0	0	0	0	0
ENSMUSG00000037716.14	0	0	0	0	0	0	0	0
ENSMUSG00000086624.1	0	0	0	0	0	0	0	0
ENSMUSG00000032327.14	0	0	0	0	0	0	0	0
ENSMUSG00000085753.1	0	0	0	0	0	0	0	0
ENSMUSG00000037206.14	0	0	0	0	0	0	0	1
ENSMUSG00000051243.13	0	0	0	0	1	0	3	3
ENSMUSG00000057818.8	0	0	0	0	0	0	0	0
ENSMUSG00000036986.16	2665	2947	3682	3536	5075	5348	5106	4700
ENSMUSG00000098886.1	0	0	0	0	0	0	0	0
ENSMUSG00000032333.5	194	238	237	227	453	381	502	406
ENSMUSG00000032334.9	0	0	0	0	0	0	0	0
ENSMUSG00000036244.4	0	0	0	0	0	0	0	0
ENSMUSG00000100487.1	0	0	0	0	0	0	0	0
ENSMUSG00000097651.1	0	0	0	0	0	0	0	0
ENSMUSG00000066607.4	0	0	0	0	0	0	0	0
ENSMUSG00000035914.10	0	0	1	0	2	1	12	0
ENSMUSG00000103486.1	0	0	0	0	0	0	0	0
ENSMUSG00000032336.17	1856	1749	2443	2138	2273	2429	2514	2154
ENSMUSG00000074269.10	0	0	0	0	0	0	0	0
ENSMUSG00000093473.1	0	0	0	0	0	0	0	0
ENSMUSG00000032338.8	0	0	0	0	0	0	0	0
ENSMUSG00000032340.7	0	0	0	0	0	0	0	0
ENSMUSG00000066592.3	13	5	5	3	19	21	15	9
ENSMUSG00000025236.10	1043	1069	1388	1544	1418	1485	1310	1213
ENSMUSG00000025235.7	24	18	34	20	52	43	39	31
ENSMUSG00000025234.11	5525	5434	7151	6988	7325	7218	7195	6878
ENSMUSG00000090516.1	33	67	70	57	38	41	65	64
ENSMUSG00000049526.7	0	0	0	0	0	0	0	0
ENSMUSG00000025232.7	0	0	0	0	0	0	7	0
ENSMUSG00000032297.11	0	0	0	0	0	0	0	0
ENSMUSG00000025237.15	441	475	620	653	529	645	554	540
ENSMUSG00000032294.16	16884	17122	21626	21930	22422	22223	23018	19169
ENSMUSG00000074259.10	0	0	5	0	2	0	2	5
ENSMUSG00000051705.12	190	156	241	258	262	226	227	207
ENSMUSG00000039585.15	928	878	1287	1382	1425	1408	1279	1286
ENSMUSG00000087239.1	0	0	4	2	0	0	1	3
ENSMUSG00000085116.1	0	0	0	0	0	1	0	0
ENSMUSG00000032292.8	0	0	0	0	0	0	0	0
ENSMUSG00000084913.3	0	0	0	0	0	0	0	0
ENSMUSG00000084847.7	0	0	0	0	0	0	0	0
ENSMUSG00000032289.15	0	0	0	0	0	0	0	0
ENSMUSG00000088090.1	0	0	0	0	0	0	0	0
ENSMUSG00000088550.1	0	0	0	0	0	0	0	0
ENSMUSG00000047766.15	155	156	204	180	205	182	233	238
ENSMUSG00000097734.1	0	4	0	0	0	0	2	0
ENSMUSG00000034839.5	0	0	0	0	0	0	0	0
ENSMUSG00000095956.2	0	0	0	0	0	0	0	0
ENSMUSG00000034485.9	0	0	0	0	0	0	0	0
ENSMUSG00000052143.7	0	0	0	0	0	0	0	0
ENSMUSG00000074256.3	0	3	0	4	4	0	2	6
ENSMUSG00000032280.16	4874	5036	6323	6334	5606	5824	5637	5030
ENSMUSG00000007892.7	21268	21567	27626	25676	26536	27016	28284	22278
ENSMUSG00000032254.9	2274	2327	3415	3200	2547	3153	2922	2606
